rm_id,interval_days,year,month,day,num_orders_last_year,total_weight_orders_last_year
389,111,2025,4,22,0,0.0
389,112,2025,4,23,0,0.0
389,113,2025,4,24,0,0.0
389,114,2025,4,25,0,0.0
389,115,2025,4,26,0,0.0
389,116,2025,4,27,0,0.0
389,117,2025,4,28,0,0.0
389,118,2025,4,29,0,0.0
389,119,2025,4,30,0,0.0
389,120,2025,5,1,0,0.0
389,121,2025,5,2,0,0.0
389,122,2025,5,3,0,0.0
389,123,2025,5,4,0,0.0
389,124,2025,5,5,0,0.0
389,125,2025,5,6,0,0.0
389,126,2025,5,7,0,0.0
389,127,2025,5,8,0,0.0
389,128,2025,5,9,0,0.0
389,129,2025,5,10,0,0.0
389,130,2025,5,11,0,0.0
389,131,2025,5,12,0,0.0
389,132,2025,5,13,0,0.0
389,133,2025,5,14,0,0.0
389,134,2025,5,15,0,0.0
389,135,2025,5,16,0,0.0
389,136,2025,5,17,0,0.0
389,137,2025,5,18,0,0.0
389,138,2025,5,19,0,0.0
389,139,2025,5,20,0,0.0
389,140,2025,5,21,0,0.0
389,141,2025,5,22,0,0.0
389,142,2025,5,23,0,0.0
389,143,2025,5,24,0,0.0
389,144,2025,5,25,0,0.0
389,145,2025,5,26,0,0.0
389,146,2025,5,27,0,0.0
389,147,2025,5,28,0,0.0
389,148,2025,5,29,0,0.0
389,149,2025,5,30,0,0.0
389,150,2025,5,31,0,0.0
369,1,2025,1,2,0,0.0
369,2,2025,1,3,0,0.0
369,3,2025,1,4,0,0.0
369,4,2025,1,5,0,0.0
369,5,2025,1,6,0,0.0
369,6,2025,1,7,0,0.0
369,7,2025,1,8,0,0.0
369,8,2025,1,9,0,0.0
369,9,2025,1,10,0,0.0
369,10,2025,1,11,0,0.0
369,11,2025,1,12,0,0.0
369,12,2025,1,13,0,0.0
369,13,2025,1,14,0,0.0
369,14,2025,1,15,0,0.0
369,15,2025,1,16,0,0.0
369,16,2025,1,17,0,0.0
369,17,2025,1,18,0,0.0
369,18,2025,1,19,0,0.0
369,19,2025,1,20,0,0.0
369,20,2025,1,21,0,0.0
369,21,2025,1,22,0,0.0
369,22,2025,1,23,0,0.0
369,23,2025,1,24,0,0.0
369,24,2025,1,25,0,0.0
369,25,2025,1,26,0,0.0
369,26,2025,1,27,0,0.0
369,27,2025,1,28,0,0.0
369,28,2025,1,29,0,0.0
369,29,2025,1,30,0,0.0
369,30,2025,1,31,0,0.0
369,31,2025,2,1,0,0.0
369,32,2025,2,2,0,0.0
369,33,2025,2,3,0,0.0
369,34,2025,2,4,0,0.0
369,35,2025,2,5,0,0.0
369,36,2025,2,6,0,0.0
369,37,2025,2,7,0,0.0
369,38,2025,2,8,0,0.0
369,39,2025,2,9,0,0.0
369,40,2025,2,10,0,0.0
369,41,2025,2,11,0,0.0
369,42,2025,2,12,0,0.0
369,43,2025,2,13,0,0.0
369,44,2025,2,14,0,0.0
369,45,2025,2,15,0,0.0
369,46,2025,2,16,0,0.0
369,47,2025,2,17,0,0.0
369,48,2025,2,18,0,0.0
369,49,2025,2,19,0,0.0
369,50,2025,2,20,0,0.0
369,51,2025,2,21,0,0.0
369,52,2025,2,22,0,0.0
369,53,2025,2,23,0,0.0
369,54,2025,2,24,0,0.0
369,55,2025,2,25,0,0.0
369,56,2025,2,26,0,0.0
369,57,2025,2,27,0,0.0
369,58,2025,2,28,0,0.0
369,59,2025,3,1,0,0.0
369,60,2025,3,2,0,0.0
369,61,2025,3,3,0,0.0
369,62,2025,3,4,0,0.0
369,63,2025,3,5,0,0.0
369,64,2025,3,6,0,0.0
369,65,2025,3,7,0,0.0
369,66,2025,3,8,0,0.0
369,67,2025,3,9,0,0.0
369,68,2025,3,10,0,0.0
369,69,2025,3,11,0,0.0
369,70,2025,3,12,0,0.0
369,71,2025,3,13,0,0.0
369,72,2025,3,14,0,0.0
369,73,2025,3,15,0,0.0
369,74,2025,3,16,0,0.0
369,75,2025,3,17,0,0.0
369,76,2025,3,18,0,0.0
369,77,2025,3,19,0,0.0
369,78,2025,3,20,0,0.0
369,79,2025,3,21,0,0.0
369,80,2025,3,22,0,0.0
369,81,2025,3,23,0,0.0
369,82,2025,3,24,0,0.0
369,83,2025,3,25,0,0.0
369,84,2025,3,26,0,0.0
369,85,2025,3,27,0,0.0
369,86,2025,3,28,0,0.0
369,87,2025,3,29,0,0.0
369,88,2025,3,30,0,0.0
369,89,2025,3,31,0,0.0
369,90,2025,4,1,0,0.0
369,91,2025,4,2,0,0.0
369,92,2025,4,3,0,0.0
369,93,2025,4,4,0,0.0
369,94,2025,4,5,0,0.0
369,95,2025,4,6,0,0.0
369,96,2025,4,7,0,0.0
369,97,2025,4,8,0,0.0
369,98,2025,4,9,0,0.0
369,99,2025,4,10,0,0.0
369,100,2025,4,11,0,0.0
369,101,2025,4,12,0,0.0
369,102,2025,4,13,0,0.0
369,103,2025,4,14,0,0.0
369,104,2025,4,15,0,0.0
369,105,2025,4,16,0,0.0
369,106,2025,4,17,0,0.0
369,107,2025,4,18,0,0.0
369,108,2025,4,19,0,0.0
369,109,2025,4,20,0,0.0
369,110,2025,4,21,0,0.0
369,111,2025,4,22,0,0.0
369,112,2025,4,23,0,0.0
369,113,2025,4,24,0,0.0
369,114,2025,4,25,0,0.0
369,115,2025,4,26,0,0.0
369,116,2025,4,27,0,0.0
369,117,2025,4,28,0,0.0
369,118,2025,4,29,0,0.0
369,119,2025,4,30,0,0.0
369,120,2025,5,1,0,0.0
369,121,2025,5,2,0,0.0
369,122,2025,5,3,0,0.0
369,123,2025,5,4,0,0.0
369,124,2025,5,5,0,0.0
369,125,2025,5,6,0,0.0
369,126,2025,5,7,0,0.0
369,127,2025,5,8,0,0.0
369,128,2025,5,9,0,0.0
369,129,2025,5,10,0,0.0
369,130,2025,5,11,0,0.0
369,131,2025,5,12,0,0.0
369,132,2025,5,13,0,0.0
369,133,2025,5,14,0,0.0
369,134,2025,5,15,0,0.0
369,135,2025,5,16,0,0.0
369,136,2025,5,17,0,0.0
369,137,2025,5,18,0,0.0
369,138,2025,5,19,0,0.0
369,139,2025,5,20,0,0.0
369,140,2025,5,21,0,0.0
369,141,2025,5,22,0,0.0
369,142,2025,5,23,0,0.0
369,143,2025,5,24,0,0.0
369,144,2025,5,25,0,0.0
369,145,2025,5,26,0,0.0
369,146,2025,5,27,0,0.0
369,147,2025,5,28,0,0.0
369,148,2025,5,29,0,0.0
369,149,2025,5,30,0,0.0
369,150,2025,5,31,0,0.0
366,1,2025,1,2,0,0.0
366,2,2025,1,3,0,0.0
366,3,2025,1,4,0,0.0
366,4,2025,1,5,0,0.0
366,5,2025,1,6,0,0.0
366,6,2025,1,7,0,0.0
366,7,2025,1,8,0,0.0
366,8,2025,1,9,0,0.0
366,9,2025,1,10,0,0.0
366,10,2025,1,11,0,0.0
366,11,2025,1,12,0,0.0
366,12,2025,1,13,0,0.0
366,13,2025,1,14,0,0.0
366,14,2025,1,15,0,0.0
366,15,2025,1,16,0,0.0
366,16,2025,1,17,0,0.0
366,17,2025,1,18,0,0.0
366,18,2025,1,19,0,0.0
366,19,2025,1,20,0,0.0
366,20,2025,1,21,0,0.0
366,21,2025,1,22,0,0.0
366,22,2025,1,23,0,0.0
366,23,2025,1,24,0,0.0
366,24,2025,1,25,0,0.0
366,25,2025,1,26,0,0.0
366,26,2025,1,27,0,0.0
366,27,2025,1,28,0,0.0
366,28,2025,1,29,0,0.0
366,29,2025,1,30,0,0.0
366,30,2025,1,31,0,0.0
366,31,2025,2,1,0,0.0
366,32,2025,2,2,0,0.0
366,33,2025,2,3,0,0.0
366,34,2025,2,4,0,0.0
366,35,2025,2,5,0,0.0
366,36,2025,2,6,0,0.0
366,37,2025,2,7,0,0.0
366,38,2025,2,8,0,0.0
366,39,2025,2,9,0,0.0
366,40,2025,2,10,0,0.0
366,41,2025,2,11,0,0.0
366,42,2025,2,12,0,0.0
366,43,2025,2,13,0,0.0
366,44,2025,2,14,0,0.0
366,45,2025,2,15,0,0.0
366,46,2025,2,16,0,0.0
366,47,2025,2,17,0,0.0
366,48,2025,2,18,0,0.0
366,49,2025,2,19,0,0.0
366,50,2025,2,20,0,0.0
366,51,2025,2,21,0,0.0
366,52,2025,2,22,0,0.0
366,53,2025,2,23,0,0.0
366,54,2025,2,24,0,0.0
366,55,2025,2,25,0,0.0
366,56,2025,2,26,0,0.0
366,57,2025,2,27,0,0.0
366,58,2025,2,28,0,0.0
366,59,2025,3,1,0,0.0
366,60,2025,3,2,0,0.0
366,61,2025,3,3,0,0.0
366,62,2025,3,4,0,0.0
366,63,2025,3,5,0,0.0
366,64,2025,3,6,0,0.0
366,65,2025,3,7,0,0.0
366,66,2025,3,8,0,0.0
366,67,2025,3,9,0,0.0
366,68,2025,3,10,0,0.0
366,69,2025,3,11,0,0.0
366,70,2025,3,12,0,0.0
366,71,2025,3,13,0,0.0
366,72,2025,3,14,0,0.0
366,73,2025,3,15,0,0.0
366,74,2025,3,16,0,0.0
366,75,2025,3,17,0,0.0
366,76,2025,3,18,0,0.0
366,77,2025,3,19,0,0.0
366,78,2025,3,20,0,0.0
366,79,2025,3,21,0,0.0
366,80,2025,3,22,0,0.0
366,81,2025,3,23,0,0.0
366,82,2025,3,24,0,0.0
366,83,2025,3,25,0,0.0
366,84,2025,3,26,0,0.0
366,85,2025,3,27,0,0.0
366,86,2025,3,28,0,0.0
366,87,2025,3,29,0,0.0
366,88,2025,3,30,0,0.0
366,89,2025,3,31,0,0.0
366,90,2025,4,1,0,0.0
366,91,2025,4,2,0,0.0
366,92,2025,4,3,0,0.0
366,93,2025,4,4,0,0.0
366,94,2025,4,5,0,0.0
366,95,2025,4,6,0,0.0
366,96,2025,4,7,0,0.0
366,97,2025,4,8,0,0.0
366,98,2025,4,9,0,0.0
366,99,2025,4,10,0,0.0
366,100,2025,4,11,0,0.0
366,101,2025,4,12,0,0.0
366,102,2025,4,13,0,0.0
366,103,2025,4,14,0,0.0
366,104,2025,4,15,0,0.0
366,105,2025,4,16,0,0.0
366,106,2025,4,17,0,0.0
366,107,2025,4,18,0,0.0
366,108,2025,4,19,0,0.0
366,109,2025,4,20,0,0.0
366,110,2025,4,21,0,0.0
366,111,2025,4,22,0,0.0
366,112,2025,4,23,0,0.0
366,113,2025,4,24,0,0.0
366,114,2025,4,25,0,0.0
366,115,2025,4,26,0,0.0
366,116,2025,4,27,0,0.0
366,117,2025,4,28,0,0.0
366,118,2025,4,29,0,0.0
366,119,2025,4,30,0,0.0
366,120,2025,5,1,0,0.0
366,121,2025,5,2,0,0.0
366,122,2025,5,3,0,0.0
366,123,2025,5,4,0,0.0
366,124,2025,5,5,0,0.0
366,125,2025,5,6,0,0.0
366,126,2025,5,7,0,0.0
366,127,2025,5,8,0,0.0
366,128,2025,5,9,0,0.0
366,129,2025,5,10,0,0.0
366,130,2025,5,11,0,0.0
366,131,2025,5,12,0,0.0
366,132,2025,5,13,0,0.0
366,133,2025,5,14,0,0.0
366,134,2025,5,15,0,0.0
366,135,2025,5,16,0,0.0
366,136,2025,5,17,0,0.0
366,137,2025,5,18,0,0.0
366,138,2025,5,19,0,0.0
366,139,2025,5,20,0,0.0
366,140,2025,5,21,0,0.0
366,141,2025,5,22,0,0.0
366,142,2025,5,23,0,0.0
366,143,2025,5,24,0,0.0
366,144,2025,5,25,0,0.0
366,145,2025,5,26,0,0.0
366,146,2025,5,27,0,0.0
366,147,2025,5,28,0,0.0
366,148,2025,5,29,0,0.0
366,149,2025,5,30,0,0.0
366,150,2025,5,31,0,0.0
367,1,2025,1,2,0,0.0
367,2,2025,1,3,0,0.0
367,3,2025,1,4,0,0.0
367,4,2025,1,5,0,0.0
367,5,2025,1,6,0,0.0
367,6,2025,1,7,0,0.0
367,7,2025,1,8,0,0.0
367,8,2025,1,9,0,0.0
367,9,2025,1,10,0,0.0
367,10,2025,1,11,0,0.0
367,11,2025,1,12,0,0.0
367,12,2025,1,13,0,0.0
367,13,2025,1,14,0,0.0
367,14,2025,1,15,0,0.0
367,15,2025,1,16,0,0.0
367,16,2025,1,17,0,0.0
367,17,2025,1,18,0,0.0
367,18,2025,1,19,0,0.0
367,19,2025,1,20,0,0.0
367,20,2025,1,21,0,0.0
367,21,2025,1,22,0,0.0
367,22,2025,1,23,0,0.0
367,23,2025,1,24,0,0.0
367,24,2025,1,25,0,0.0
367,25,2025,1,26,0,0.0
367,26,2025,1,27,0,0.0
367,27,2025,1,28,0,0.0
367,28,2025,1,29,0,0.0
367,29,2025,1,30,0,0.0
367,30,2025,1,31,0,0.0
367,31,2025,2,1,0,0.0
367,32,2025,2,2,0,0.0
367,33,2025,2,3,0,0.0
367,34,2025,2,4,0,0.0
367,35,2025,2,5,0,0.0
367,36,2025,2,6,0,0.0
367,37,2025,2,7,0,0.0
367,38,2025,2,8,0,0.0
367,39,2025,2,9,0,0.0
367,40,2025,2,10,0,0.0
367,41,2025,2,11,0,0.0
367,42,2025,2,12,0,0.0
367,43,2025,2,13,0,0.0
367,44,2025,2,14,0,0.0
367,45,2025,2,15,0,0.0
367,46,2025,2,16,0,0.0
367,47,2025,2,17,0,0.0
367,48,2025,2,18,0,0.0
367,49,2025,2,19,0,0.0
367,50,2025,2,20,0,0.0
367,51,2025,2,21,0,0.0
367,52,2025,2,22,0,0.0
367,53,2025,2,23,0,0.0
367,54,2025,2,24,0,0.0
367,55,2025,2,25,0,0.0
367,56,2025,2,26,0,0.0
367,57,2025,2,27,0,0.0
367,58,2025,2,28,0,0.0
367,59,2025,3,1,0,0.0
367,60,2025,3,2,0,0.0
367,61,2025,3,3,0,0.0
367,62,2025,3,4,0,0.0
367,63,2025,3,5,0,0.0
367,64,2025,3,6,0,0.0
367,65,2025,3,7,0,0.0
367,66,2025,3,8,0,0.0
367,67,2025,3,9,0,0.0
367,68,2025,3,10,0,0.0
367,69,2025,3,11,0,0.0
